experiment,seed,fold,sample_index,prediction,positive_class,top_contributions,expected_value
boosting_suite_catboost_baseline,42,-1,78,23.724878123258225,regression,"[('date', -0.7837838252746998)]",24.508661948532925
boosting_suite_catboost_baseline,42,-1,145,27.789476503341238,regression,"[('date', 3.2808145548083125)]",24.508661948532925
boosting_suite_catboost_baseline,42,-1,19,24.183759894552892,regression,"[('date', -0.049297393962689284)]",24.23305728851558
boosting_suite_catboost_baseline,42,-1,42,22.584748651057964,regression,"[('date', -1.6483086374576175)]",24.23305728851558
boosting_suite_catboost_baseline,42,-1,153,26.128485436988907,regression,"[('date', 1.895428148473325)]",24.23305728851558
boosting_suite_catboost_baseline,42,-1,78,23.688945517166616,regression,"[('date', -0.544111771348966)]",24.23305728851558
boosting_suite_catboost_baseline,42,-1,145,27.774149501957957,regression,"[('date', 3.5410922134423757)]",24.23305728851558
boosting_suite_catboost_baseline,77,-1,67,24.458774389658863,regression,"[('date', 0.05684880505447509)]",24.40192558460439
boosting_suite_catboost_baseline,77,-1,26,24.458774389658863,regression,"[('date', 0.05684880505447509)]",24.40192558460439
boosting_suite_catboost_baseline,77,-1,13,24.458774389658863,regression,"[('date', 0.05684880505447509)]",24.40192558460439
boosting_suite_catboost_baseline,77,-1,48,24.458774389658863,regression,"[('date', 0.05684880505447509)]",24.40192558460439
boosting_suite_catboost_baseline,77,-1,110,24.458774389658863,regression,"[('date', 0.05684880505447509)]",24.40192558460439
boosting_suite_catboost_baseline,77,-1,67,24.211551907291486,regression,"[('date', -0.11197247289651813)]",24.323524380188005
boosting_suite_catboost_baseline,77,-1,26,21.891460294084517,regression,"[('date', -2.4320640861034875)]",24.323524380188005
boosting_suite_catboost_baseline,77,-1,13,24.198176947565145,regression,"[('date', -0.12534743262285986)]",24.323524380188005
boosting_suite_catboost_baseline,77,-1,48,24.187239232671445,regression,"[('date', -0.13628514751655985)]",24.323524380188005
boosting_suite_catboost_baseline,77,-1,110,24.49695787296793,regression,"[('date', 0.1734334927799246)]",24.323524380188005
boosting_suite_catboost_baseline,77,-1,67,24.526152451252035,regression,"[('date', 0.032245351722711035)]",24.493907099529324
boosting_suite_catboost_baseline,77,-1,26,21.89889186667364,regression,"[('date', -2.5950152328556833)]",24.493907099529324
boosting_suite_catboost_baseline,77,-1,13,24.526152451252035,regression,"[('date', 0.032245351722711035)]",24.493907099529324
boosting_suite_catboost_baseline,77,-1,48,24.526152451252035,regression,"[('date', 0.032245351722711035)]",24.493907099529324
boosting_suite_catboost_baseline,77,-1,110,24.580975128237487,regression,"[('date', 0.08706802870816333)]",24.493907099529324
boosting_suite_catboost_baseline,77,-1,67,24.709952629789754,regression,"[('date', 0.007728028925029662)]",24.702224600864724
boosting_suite_catboost_baseline,77,-1,26,21.881723743775936,regression,"[('date', -2.8205008570887884)]",24.702224600864724
boosting_suite_catboost_baseline,77,-1,13,24.662422541609104,regression,"[('date', -0.03980205925562075)]",24.702224600864724
boosting_suite_catboost_baseline,77,-1,48,24.672218310735087,regression,"[('date', -0.030006290129637847)]",24.702224600864724
boosting_suite_catboost_baseline,77,-1,110,24.72927412540396,regression,"[('date', 0.027049524539236813)]",24.702224600864724
boosting_suite_catboost_baseline,77,-1,67,24.274923757617238,regression,"[('date', -0.07759945108369948)]",24.352523208700937
boosting_suite_catboost_baseline,77,-1,26,21.87132956560973,regression,"[('date', -2.4811936430912063)]",24.352523208700937
boosting_suite_catboost_baseline,77,-1,13,24.247078008701003,regression,"[('date', -0.1054451999999344)]",24.352523208700937
boosting_suite_catboost_baseline,77,-1,48,24.23824414819537,regression,"[('date', -0.11427906050556658)]",24.352523208700937
boosting_suite_catboost_baseline,77,-1,110,24.541400545094568,regression,"[('date', 0.1888773363936309)]",24.352523208700937
boosting_suite_lightgbm_baseline,42,-1,19,24.46163927184211,regression,"[('date', -7.105427357601002e-15)]",24.461639271842117
boosting_suite_lightgbm_baseline,42,-1,42,24.46163927184211,regression,"[('date', -7.105427357601002e-15)]",24.461639271842117
boosting_suite_lightgbm_baseline,42,-1,153,24.46163927184211,regression,"[('date', -7.105427357601002e-15)]",24.461639271842117
boosting_suite_lightgbm_baseline,42,-1,78,24.46163927184211,regression,"[('date', -7.105427357601002e-15)]",24.461639271842117
boosting_suite_lightgbm_baseline,42,-1,145,24.46163927184211,regression,"[('date', -7.105427357601002e-15)]",24.461639271842117
boosting_suite_lightgbm_baseline,42,-1,19,24.496916227870518,regression,"[('date', 3.552713678800501e-15)]",24.496916227870514
boosting_suite_lightgbm_baseline,42,-1,42,24.496916227870518,regression,"[('date', 3.552713678800501e-15)]",24.496916227870514
boosting_suite_lightgbm_baseline,42,-1,153,24.496916227870518,regression,"[('date', 3.552713678800501e-15)]",24.496916227870514
boosting_suite_lightgbm_baseline,42,-1,78,24.496916227870518,regression,"[('date', 3.552713678800501e-15)]",24.496916227870514
boosting_suite_lightgbm_baseline,42,-1,145,24.496916227870518,regression,"[('date', 3.552713678800501e-15)]",24.496916227870514
boosting_suite_lightgbm_baseline,42,-1,19,24.578902350531685,regression,"[('date', 3.552713678800501e-15)]",24.57890235053168
boosting_suite_lightgbm_baseline,42,-1,42,24.578902350531685,regression,"[('date', 3.552713678800501e-15)]",24.57890235053168
boosting_suite_lightgbm_baseline,42,-1,153,24.578902350531685,regression,"[('date', 3.552713678800501e-15)]",24.57890235053168
boosting_suite_lightgbm_baseline,42,-1,78,24.578902350531685,regression,"[('date', 3.552713678800501e-15)]",24.57890235053168
boosting_suite_lightgbm_baseline,42,-1,145,24.578902350531685,regression,"[('date', 3.552713678800501e-15)]",24.57890235053168
boosting_suite_lightgbm_baseline,42,-1,19,24.505035241444904,regression,"[('date', 0.0)]",24.505035241444904
boosting_suite_lightgbm_baseline,42,-1,42,24.505035241444904,regression,"[('date', 0.0)]",24.505035241444904
boosting_suite_lightgbm_baseline,42,-1,153,24.505035241444904,regression,"[('date', 0.0)]",24.505035241444904
boosting_suite_lightgbm_baseline,42,-1,78,24.505035241444904,regression,"[('date', 0.0)]",24.505035241444904
boosting_suite_lightgbm_baseline,42,-1,145,24.505035241444904,regression,"[('date', 0.0)]",24.505035241444904
boosting_suite_lightgbm_baseline,42,-1,19,24.25482764508989,regression,"[('date', 3.552713678800501e-15)]",24.254827645089886
boosting_suite_lightgbm_baseline,42,-1,42,24.25482764508989,regression,"[('date', 3.552713678800501e-15)]",24.254827645089886
boosting_suite_lightgbm_baseline,42,-1,153,24.25482764508989,regression,"[('date', 3.552713678800501e-15)]",24.254827645089886
boosting_suite_lightgbm_baseline,42,-1,78,24.25482764508989,regression,"[('date', 3.552713678800501e-15)]",24.254827645089886
boosting_suite_lightgbm_baseline,42,-1,145,24.25482764508989,regression,"[('date', 3.552713678800501e-15)]",24.254827645089886
boosting_suite_lightgbm_baseline,77,-1,67,24.38869223329756,regression,"[('date', 7.105427357601002e-15)]",24.388692233297554
boosting_suite_lightgbm_baseline,77,-1,26,24.38869223329756,regression,"[('date', 7.105427357601002e-15)]",24.388692233297554
boosting_suite_lightgbm_baseline,77,-1,13,24.38869223329756,regression,"[('date', 7.105427357601002e-15)]",24.388692233297554
boosting_suite_lightgbm_baseline,77,-1,48,24.38869223329756,regression,"[('date', 7.105427357601002e-15)]",24.388692233297554
boosting_suite_lightgbm_baseline,77,-1,110,24.38869223329756,regression,"[('date', 7.105427357601002e-15)]",24.388692233297554
boosting_suite_lightgbm_baseline,77,-1,67,24.355793807241653,regression,"[('date', -7.105427357601002e-15)]",24.35579380724166
boosting_suite_lightgbm_baseline,77,-1,26,24.355793807241653,regression,"[('date', -7.105427357601002e-15)]",24.35579380724166
boosting_suite_lightgbm_baseline,77,-1,13,24.355793807241653,regression,"[('date', -7.105427357601002e-15)]",24.35579380724166
boosting_suite_lightgbm_baseline,77,-1,48,24.355793807241653,regression,"[('date', -7.105427357601002e-15)]",24.35579380724166
boosting_suite_lightgbm_baseline,77,-1,110,24.355793807241653,regression,"[('date', -7.105427357601002e-15)]",24.35579380724166
boosting_suite_lightgbm_baseline,77,-1,67,24.480207231309677,regression,"[('date', -7.105427357601002e-15)]",24.480207231309684
boosting_suite_lightgbm_baseline,77,-1,26,24.480207231309677,regression,"[('date', -7.105427357601002e-15)]",24.480207231309684
boosting_suite_lightgbm_baseline,77,-1,13,24.480207231309677,regression,"[('date', -7.105427357601002e-15)]",24.480207231309684
boosting_suite_lightgbm_baseline,77,-1,48,24.480207231309677,regression,"[('date', -7.105427357601002e-15)]",24.480207231309684
boosting_suite_lightgbm_baseline,77,-1,110,24.480207231309677,regression,"[('date', -7.105427357601002e-15)]",24.480207231309684
boosting_suite_lightgbm_baseline,77,-1,67,24.699735323588055,regression,"[('date', 3.552713678800501e-15)]",24.69973532358805
boosting_suite_lightgbm_baseline,77,-1,26,24.699735323588055,regression,"[('date', 3.552713678800501e-15)]",24.69973532358805
boosting_suite_lightgbm_baseline,77,-1,13,24.699735323588055,regression,"[('date', 3.552713678800501e-15)]",24.69973532358805
boosting_suite_lightgbm_baseline,77,-1,48,24.699735323588055,regression,"[('date', 3.552713678800501e-15)]",24.69973532358805
boosting_suite_lightgbm_baseline,77,-1,110,24.699735323588055,regression,"[('date', 3.552713678800501e-15)]",24.69973532358805
boosting_suite_lightgbm_baseline,77,-1,67,24.372892141342163,regression,"[('date', 7.105427357601002e-15)]",24.372892141342156
boosting_suite_lightgbm_baseline,77,-1,26,24.372892141342163,regression,"[('date', 7.105427357601002e-15)]",24.372892141342156
boosting_suite_lightgbm_baseline,77,-1,13,24.372892141342163,regression,"[('date', 7.105427357601002e-15)]",24.372892141342156
boosting_suite_lightgbm_baseline,77,-1,48,24.372892141342163,regression,"[('date', 7.105427357601002e-15)]",24.372892141342156
boosting_suite_lightgbm_baseline,77,-1,110,24.372892141342163,regression,"[('date', 7.105427357601002e-15)]",24.372892141342156
boosting_suite_xgboost_baseline,42,-1,19,24.466766357421875,regression,"[('date', 0.01695973078409807)]",24.449806626637777
boosting_suite_xgboost_baseline,42,-1,42,24.466766357421875,regression,"[('date', 0.01695973078409807)]",24.449806626637777
boosting_suite_xgboost_baseline,42,-1,153,24.466766357421875,regression,"[('date', 0.01695973078409807)]",24.449806626637777
boosting_suite_xgboost_baseline,42,-1,78,24.466766357421875,regression,"[('date', 0.01695973078409807)]",24.449806626637777
boosting_suite_xgboost_baseline,42,-1,145,24.466766357421875,regression,"[('date', 0.01695973078409807)]",24.449806626637777
boosting_suite_xgboost_baseline,42,-1,19,24.44370460510254,regression,"[('date', -0.032022953033447266)]",24.475727558135986
boosting_suite_xgboost_baseline,42,-1,42,22.392240524291992,regression,"[('date', -2.083487033843994)]",24.475727558135986
boosting_suite_xgboost_baseline,42,-1,153,26.310068130493164,regression,"[('date', 1.8343405723571777)]",24.475727558135986
boosting_suite_xgboost_baseline,42,-1,78,23.51421356201172,regression,"[('date', -0.9615139961242676)]",24.475727558135986
boosting_suite_xgboost_baseline,42,-1,145,27.98040199279785,regression,"[('date', 3.5046744346618652)]",24.475727558135986
boosting_suite_xgboost_baseline,42,-1,19,24.53927230834961,regression,"[('date', -0.027259773678249388)]",24.56653208202786
boosting_suite_xgboost_baseline,42,-1,42,22.359708786010742,regression,"[('date', -2.2068232960171166)]",24.56653208202786
boosting_suite_xgboost_baseline,42,-1,153,26.390748977661133,regression,"[('date', 1.824216895633274)]",24.56653208202786
boosting_suite_xgboost_baseline,42,-1,78,23.509971618652344,regression,"[('date', -1.056560463375515)]",24.56653208202786
boosting_suite_xgboost_baseline,42,-1,145,28.014110565185547,regression,"[('date', 3.447578483157688)]",24.56653208202786
boosting_suite_xgboost_baseline,42,-1,19,24.45355987548828,regression,"[('date', -0.03323396046956262)]",24.486793835957844
boosting_suite_xgboost_baseline,42,-1,42,22.449783325195312,regression,"[('date', -2.0370105107625314)]",24.486793835957844
boosting_suite_xgboost_baseline,42,-1,153,26.305927276611328,regression,"[('date', 1.8191334406534843)]",24.486793835957844
boosting_suite_xgboost_baseline,42,-1,78,23.567691802978516,regression,"[('date', -0.9191020329793282)]",24.486793835957844
boosting_suite_xgboost_baseline,42,-1,145,27.9178409576416,regression,"[('date', 3.4310471216837577)]",24.486793835957844
boosting_suite_xgboost_baseline,42,-1,19,24.19422149658203,regression,"[('date', -0.03439281251695192)]",24.228614309098983
boosting_suite_xgboost_baseline,42,-1,42,22.427289962768555,regression,"[('date', -1.8013243463304285)]",24.228614309098983
boosting_suite_xgboost_baseline,42,-1,153,26.288467407226562,regression,"[('date', 2.0598530981275793)]",24.228614309098983
boosting_suite_xgboost_baseline,42,-1,78,23.556509017944336,regression,"[('date', -0.6721052911546472)]",24.228614309098983
boosting_suite_xgboost_baseline,42,-1,145,27.879627227783203,regression,"[('date', 3.65101291868422)]",24.228614309098983
boosting_suite_xgboost_baseline,77,-1,67,24.487754821777344,regression,"[('date', 0.07148637771606303)]",24.41626844406128
boosting_suite_xgboost_baseline,77,-1,26,24.487754821777344,regression,"[('date', 0.07148637771606303)]",24.41626844406128
boosting_suite_xgboost_baseline,77,-1,13,24.487754821777344,regression,"[('date', 0.07148637771606303)]",24.41626844406128
boosting_suite_xgboost_baseline,77,-1,48,24.487754821777344,regression,"[('date', 0.07148637771606303)]",24.41626844406128
boosting_suite_xgboost_baseline,77,-1,110,24.487754821777344,regression,"[('date', 0.07148637771606303)]",24.41626844406128
boosting_suite_xgboost_baseline,77,-1,67,24.2197208404541,regression,"[('date', -0.11121861139933742)]",24.33093945185344
boosting_suite_xgboost_baseline,77,-1,26,21.746580123901367,regression,"[('date', -2.584359327952072)]",24.33093945185344
boosting_suite_xgboost_baseline,77,-1,13,24.2197208404541,regression,"[('date', -0.11121861139933742)]",24.33093945185344
boosting_suite_xgboost_baseline,77,-1,48,24.2197208404541,regression,"[('date', -0.11121861139933742)]",24.33093945185344
boosting_suite_xgboost_baseline,77,-1,110,24.663511276245117,regression,"[('date', 0.3325718243916782)]",24.33093945185344
boosting_suite_xgboost_baseline,77,-1,67,24.53274917602539,regression,"[('date', 0.030969874064126657)]",24.501779301961264
boosting_suite_xgboost_baseline,77,-1,26,21.765460968017578,regression,"[('date', -2.736318333943686)]",24.501779301961264
boosting_suite_xgboost_baseline,77,-1,13,24.53274917602539,regression,"[('date', 0.030969874064126657)]",24.501779301961264
boosting_suite_xgboost_baseline,77,-1,48,24.53274917602539,regression,"[('date', 0.030969874064126657)]",24.501779301961264
boosting_suite_xgboost_baseline,77,-1,110,24.661712646484375,regression,"[('date', 0.15993334452311103)]",24.501779301961264
boosting_suite_xgboost_baseline,77,-1,67,24.704280853271484,regression,"[('date', 0.008330281575517517)]",24.695950571695967
boosting_suite_xgboost_baseline,77,-1,26,21.72786521911621,regression,"[('date', -2.968085352579756)]",24.695950571695967
boosting_suite_xgboost_baseline,77,-1,13,24.704280853271484,regression,"[('date', 0.008330281575517517)]",24.695950571695967
boosting_suite_xgboost_baseline,77,-1,48,24.625871658325195,regression,"[('date', -0.07007891337077155)]",24.695950571695967
boosting_suite_xgboost_baseline,77,-1,110,24.704280853271484,regression,"[('date', 0.008330281575517517)]",24.695950571695967
boosting_suite_xgboost_baseline,77,-1,67,24.27911376953125,regression,"[('date', -0.0710701306661008)]",24.35018390019735
boosting_suite_xgboost_baseline,77,-1,26,21.71376609802246,regression,"[('date', -2.63641780217489)]",24.35018390019735
boosting_suite_xgboost_baseline,77,-1,13,24.27911376953125,regression,"[('date', -0.0710701306661008)]",24.35018390019735
boosting_suite_xgboost_baseline,77,-1,48,24.27911376953125,regression,"[('date', -0.0710701306661008)]",24.35018390019735
boosting_suite_xgboost_baseline,77,-1,110,24.675247192382812,regression,"[('date', 0.3250632921854617)]",24.35018390019735
feature_ablation_catboost_baseline,42,-1,19,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_baseline,42,-1,42,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_baseline,42,-1,153,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_baseline,42,-1,78,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_baseline,42,-1,145,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_baseline,42,-1,19,24.437451522405322,regression,"[('date', -0.052521709080224355)]",24.489973231485546
feature_ablation_catboost_baseline,42,-1,42,22.563417865689736,regression,"[('date', -1.92655536579581)]",24.489973231485546
feature_ablation_catboost_baseline,42,-1,153,26.206225379644415,regression,"[('date', 1.716252148158869)]",24.489973231485546
feature_ablation_catboost_baseline,42,-1,78,23.67802562438913,regression,"[('date', -0.8119476070964176)]",24.489973231485546
feature_ablation_catboost_baseline,42,-1,145,27.83262193953792,regression,"[('date', 3.342648708052373)]",24.489973231485546
feature_ablation_catboost_baseline,42,-1,19,24.550837041323877,regression,"[('date', -0.02878873362070067)]",24.579625774944578
feature_ablation_catboost_baseline,42,-1,42,22.50863678915951,regression,"[('date', -2.0709889857850676)]",24.579625774944578
feature_ablation_catboost_baseline,42,-1,153,26.254086480616092,regression,"[('date', 1.674460705671514)]",24.579625774944578
feature_ablation_catboost_baseline,42,-1,78,23.632857007914996,regression,"[('date', -0.9467687670295817)]",24.579625774944578
feature_ablation_catboost_baseline,42,-1,145,27.890041047660606,regression,"[('date', 3.3104152727160283)]",24.579625774944578
feature_ablation_catboost_baseline,42,-1,19,24.481646438436975,regression,"[('date', -0.027015510095949935)]",24.508661948532925
feature_ablation_catboost_baseline,42,-1,42,22.59725095978979,regression,"[('date', -1.9114109887431354)]",24.508661948532925
feature_ablation_catboost_baseline,42,-1,153,26.164157877432487,regression,"[('date', 1.6554959288995619)]",24.508661948532925
feature_ablation_catboost_baseline,42,-1,78,23.724878123258225,regression,"[('date', -0.7837838252746998)]",24.508661948532925
feature_ablation_catboost_baseline,42,-1,145,27.789476503341238,regression,"[('date', 3.2808145548083125)]",24.508661948532925
feature_ablation_catboost_baseline,42,-1,19,24.183759894552892,regression,"[('date', -0.049297393962689284)]",24.23305728851558
feature_ablation_catboost_baseline,42,-1,42,22.584748651057964,regression,"[('date', -1.6483086374576175)]",24.23305728851558
feature_ablation_catboost_baseline,42,-1,153,26.128485436988907,regression,"[('date', 1.895428148473325)]",24.23305728851558
feature_ablation_catboost_baseline,42,-1,78,23.688945517166616,regression,"[('date', -0.544111771348966)]",24.23305728851558
feature_ablation_catboost_baseline,42,-1,145,27.774149501957957,regression,"[('date', 3.5410922134423757)]",24.23305728851558
feature_ablation_catboost_no_scaling,42,-1,19,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_no_scaling,42,-1,42,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_no_scaling,42,-1,153,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_no_scaling,42,-1,78,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_no_scaling,42,-1,145,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_no_scaling,42,-1,19,24.437451522405322,regression,"[('date', -0.052521709080224355)]",24.489973231485546
feature_ablation_catboost_no_scaling,42,-1,42,22.563417865689736,regression,"[('date', -1.92655536579581)]",24.489973231485546
feature_ablation_catboost_no_scaling,42,-1,153,26.206225379644415,regression,"[('date', 1.716252148158869)]",24.489973231485546
feature_ablation_catboost_no_scaling,42,-1,78,23.67802562438913,regression,"[('date', -0.8119476070964176)]",24.489973231485546
feature_ablation_catboost_no_scaling,42,-1,145,27.83262193953792,regression,"[('date', 3.342648708052373)]",24.489973231485546
feature_ablation_catboost_no_scaling,42,-1,19,24.550837041323877,regression,"[('date', -0.02878873362070067)]",24.579625774944578
feature_ablation_catboost_no_scaling,42,-1,42,22.50863678915951,regression,"[('date', -2.0709889857850676)]",24.579625774944578
feature_ablation_catboost_no_scaling,42,-1,153,26.254086480616092,regression,"[('date', 1.674460705671514)]",24.579625774944578
feature_ablation_catboost_no_scaling,42,-1,78,23.632857007914996,regression,"[('date', -0.9467687670295817)]",24.579625774944578
feature_ablation_catboost_no_scaling,42,-1,145,27.890041047660606,regression,"[('date', 3.3104152727160283)]",24.579625774944578
feature_ablation_catboost_no_scaling,42,-1,19,24.481646438436975,regression,"[('date', -0.027015510095949935)]",24.508661948532925
feature_ablation_catboost_no_scaling,42,-1,42,22.59725095978979,regression,"[('date', -1.9114109887431354)]",24.508661948532925
feature_ablation_catboost_no_scaling,42,-1,153,26.164157877432487,regression,"[('date', 1.6554959288995619)]",24.508661948532925
feature_ablation_catboost_no_scaling,42,-1,78,23.724878123258225,regression,"[('date', -0.7837838252746998)]",24.508661948532925
feature_ablation_catboost_no_scaling,42,-1,145,27.789476503341238,regression,"[('date', 3.2808145548083125)]",24.508661948532925
feature_ablation_catboost_no_scaling,42,-1,19,24.183759894552892,regression,"[('date', -0.049297393962689284)]",24.23305728851558
feature_ablation_catboost_no_scaling,42,-1,42,22.584748651057964,regression,"[('date', -1.6483086374576175)]",24.23305728851558
feature_ablation_catboost_no_scaling,42,-1,153,26.128485436988907,regression,"[('date', 1.895428148473325)]",24.23305728851558
feature_ablation_catboost_no_scaling,42,-1,78,23.688945517166616,regression,"[('date', -0.544111771348966)]",24.23305728851558
feature_ablation_catboost_no_scaling,42,-1,145,27.774149501957957,regression,"[('date', 3.5410922134423757)]",24.23305728851558
feature_ablation_catboost_poly2,42,-1,19,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_poly2,42,-1,42,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_poly2,42,-1,153,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_poly2,42,-1,78,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_poly2,42,-1,145,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_poly2,42,-1,19,24.437451522405322,regression,"[('date', -0.052521709080224355)]",24.489973231485546
feature_ablation_catboost_poly2,42,-1,42,22.563417865689736,regression,"[('date', -1.92655536579581)]",24.489973231485546
feature_ablation_catboost_poly2,42,-1,153,26.206225379644415,regression,"[('date', 1.716252148158869)]",24.489973231485546
feature_ablation_catboost_poly2,42,-1,78,23.67802562438913,regression,"[('date', -0.8119476070964176)]",24.489973231485546
feature_ablation_catboost_poly2,42,-1,145,27.83262193953792,regression,"[('date', 3.342648708052373)]",24.489973231485546
feature_ablation_catboost_poly2,42,-1,19,24.550837041323877,regression,"[('date', -0.02878873362070067)]",24.579625774944578
feature_ablation_catboost_poly2,42,-1,42,22.50863678915951,regression,"[('date', -2.0709889857850676)]",24.579625774944578
feature_ablation_catboost_poly2,42,-1,153,26.254086480616092,regression,"[('date', 1.674460705671514)]",24.579625774944578
feature_ablation_catboost_poly2,42,-1,78,23.632857007914996,regression,"[('date', -0.9467687670295817)]",24.579625774944578
feature_ablation_catboost_poly2,42,-1,145,27.890041047660606,regression,"[('date', 3.3104152727160283)]",24.579625774944578
feature_ablation_catboost_poly2,42,-1,19,24.481646438436975,regression,"[('date', -0.027015510095949935)]",24.508661948532925
feature_ablation_catboost_poly2,42,-1,42,22.59725095978979,regression,"[('date', -1.9114109887431354)]",24.508661948532925
feature_ablation_catboost_poly2,42,-1,153,26.164157877432487,regression,"[('date', 1.6554959288995619)]",24.508661948532925
feature_ablation_catboost_poly2,42,-1,78,23.724878123258225,regression,"[('date', -0.7837838252746998)]",24.508661948532925
feature_ablation_catboost_poly2,42,-1,145,27.789476503341238,regression,"[('date', 3.2808145548083125)]",24.508661948532925
feature_ablation_catboost_poly2,42,-1,19,24.183759894552892,regression,"[('date', -0.049297393962689284)]",24.23305728851558
feature_ablation_catboost_poly2,42,-1,42,22.584748651057964,regression,"[('date', -1.6483086374576175)]",24.23305728851558
feature_ablation_catboost_poly2,42,-1,153,26.128485436988907,regression,"[('date', 1.895428148473325)]",24.23305728851558
feature_ablation_catboost_poly2,42,-1,78,23.688945517166616,regression,"[('date', -0.544111771348966)]",24.23305728851558
feature_ablation_catboost_poly2,42,-1,145,27.774149501957957,regression,"[('date', 3.5410922134423757)]",24.23305728851558
feature_ablation_catboost_quantile_bins,42,-1,19,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_quantile_bins,42,-1,42,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_quantile_bins,42,-1,153,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_quantile_bins,42,-1,78,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_quantile_bins,42,-1,145,24.506692623545526,regression,"[('date', 0.035691903226137356)]",24.471000720319388
feature_ablation_catboost_quantile_bins,42,-1,19,24.437451522405322,regression,"[('date', -0.052521709080224355)]",24.489973231485546
feature_ablation_catboost_quantile_bins,42,-1,42,22.563417865689736,regression,"[('date', -1.92655536579581)]",24.489973231485546
feature_ablation_catboost_quantile_bins,42,-1,153,26.206225379644415,regression,"[('date', 1.716252148158869)]",24.489973231485546
feature_ablation_catboost_quantile_bins,42,-1,78,23.67802562438913,regression,"[('date', -0.8119476070964176)]",24.489973231485546
feature_ablation_catboost_quantile_bins,42,-1,145,27.83262193953792,regression,"[('date', 3.342648708052373)]",24.489973231485546
